product_link,product_id,product_variant_url,product_title,Option,current_price,old_price,discount_percentage,product_rating,txt_reviews,nbr_reviews
https://www.etsy.com/fr/listing/4377096883/sac-fourre-tout-en-coton-matelasse-a?click_key=LTf8728d142951c7160aa39e279ecfe7789bf72645%3A4377096883&click_sum=0811a32d&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=tote+bag&ref=search_grid-375020-1-1&sr_prefetch=1&pf_from=search&pro=1&pop=1&sts=1,4377096883,https://www.etsy.com/fr/listing/4377096883/sac-fourre-tout-en-coton-matelasse-a?click_key=LTf8728d142951c7160aa39e279ecfe7789bf72645%3A4377096883&click_sum=0811a32d&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=tote+bag&ref=search_grid-375020-1-1&sr_prefetch=1&pf_from=search&pro=1&pop=1&sts=1,Sac fourre-tout en coton matelassé à imprimé jungle fait main : cabas de voyage et de plage,,52.43,52.43,,4.9259,,0
https://www.etsy.com/fr/listing/4377096883/sac-fourre-tout-en-coton-matelasse-a?click_key=LTf8728d142951c7160aa39e279ecfe7789bf72645%3A4377096883&click_sum=0811a32d&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=tote+bag&ref=search_grid-375020-1-1&sr_prefetch=1&pf_from=search&pro=1&pop=1&sts=1,4377096883,https://www.etsy.com/fr/listing/4377096883/sac-fourre-tout-en-coton-matelasse-a?click_key=LTf8728d142951c7160aa39e279ecfe7789bf72645%3A4377096883&click_sum=0811a32d&ls=a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=tote+bag&ref=search_grid-375020-1-1&sr_prefetch=1&pf_from=search&pro=1&pop=1&sts=1,Sac fourre-tout en coton matelassé à imprimé jungle fait main : cabas de voyage et de plage,,52.43,52.43,,4.9259,,0
