product_id,product_title,old_price,discount_percentage,now_price,currency_symbol,currency_txt,listed_date,product_url
1289965137,Tote Bag Prénom Personnalisé - Idéal pour Cadeaux !,7.9,,7.9,P,,,https://www.etsy.com/fr/listing/1289965137/tote-bag-prenom-personnalise-ideal-pour?click_key=1e747937-6237-450b-903c-e16cfa7504b6%3ALTc6febbeea6174855432740b0616482df4dfd26b1&click_sum=a852f9bc&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=tote+bag&ref=search_grid-662904-1-1&sr_prefetch=1&pf_from=search&sts=1&nob=1&local_signal_search=1&content_source=1e747937-6237-450b-903c-e16cfa7504b6%253ALTc6febbeea6174855432740b0616482df4dfd26b1
1289965137,Tote Bag Prénom Personnalisé - Idéal pour Cadeaux !,7.9,,7.9,P,,,https://www.etsy.com/fr/listing/1289965137/tote-bag-prenom-personnalise-ideal-pour?click_key=1e747937-6237-450b-903c-e16cfa7504b6%3ALTc6febbeea6174855432740b0616482df4dfd26b1&click_sum=a852f9bc&ls=s&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=tote+bag&ref=search_grid-662904-1-1&sr_prefetch=1&pf_from=search&sts=1&nob=1&local_signal_search=1&content_source=1e747937-6237-450b-903c-e16cfa7504b6%253ALTc6febbeea6174855432740b0616482df4dfd26b1
